通号表示,年・月号表示,刊行年月,記事タイトル,特集・連載名,記事種別,掲載頁,著者1,著者2,著者3,著者4,著者5,著者6,著者7,著者8,著者9,著者10,著者11,著者12
13,1958年2月号臨時増刊,1958-02,農林水産業は近代化されるか,日本経済の現在と将来 《日本経済の将来のすがた》,特集,,経済企画庁編,,,,,,,,,,,
13,1958年2月号臨時増刊,1958-02,輸送力は増強される,日本経済の現在と将来 《日本経済の将来のすがた》,特集,,経済企画庁編,,,,,,,,,,,
13,1958年2月号臨時増刊,1958-02,国土を保全することの重要性,日本経済の現在と将来 《日本経済の将来のすがた》,特集,,経済企画庁編,,,,,,,,,,,
13,1958年2月号臨時増刊,1958-02,完全雇用への接近,日本経済の現在と将来 《日本経済の将来のすがた》,特集,,経済企画庁編,,,,,,,,,,,
13,1958年2月号臨時増刊,1958-02,生活水準はどのように向上するか,日本経済の現在と将来 《日本経済の将来のすがた》,特集,,経済企画庁編,,,,,,,,,,,
13,1958年2月号臨時増刊,1958-02,用語解説,日本経済の現在と将来 《付録》,特集,,経済企画庁編,,,,,,,,,,,
14,1958年3月号,1958-03,技術的進歩と所得分配2,近代経済学,連載,,塩野谷九十九,,,,,,,,,,,
14,1958年3月号,1958-03,土地所有と地代,マルクス経済学,連載,,遊部久蔵,,,,,,,,,,,
14,1958年3月号,1958-03,オーストリア学派経済学の特質と発展,経済学史,連載,,一谷藤一郎,,,,,,,,,,,
14,1958年3月号,1958-03,地方財政論,財政学,連載,,藤田武夫,,,,,,,,,,,
14,1958年3月号,1958-03,独占資本の形成4,日本資本主義の歩み,連載,,揖西光速,,,,,,,,,,,
14,1958年3月号,1958-03,労務管理論2,経営学,連載,,森五郎,,,,,,,,,,,
14,1958年3月号,1958-03,プラン・コンタブルとコンテンラーメン,会計学講座,連載,,黒沢清,,,,,,,,,,,
14,1958年3月号,1958-03,労働者の生活保護と法律,労働法講座,連載,,吾妻光俊,,,,,,,,,,,
14,1958年3月号,1958-03,景気現象における日本の特質,日本経済の見方,連載,,高橋亀吉,,,,,,,,,,,
14,1958年3月号,1958-03,福田時代から河上時代へ,日本経済学史上の人々,連載,,住谷悦治,,,,,,,,,,,
14,1958年3月号,1958-03,ジョン・グラッドストン――リヴァプール商人の一類型,イギリス資本主義史上の人々,連載,,中川敬一郎,,,,,,,,,,,
14,1958年3月号,1958-03,国民所得論,,その他,,小泉明,,,,,,,,,,,
14,1958年3月号,1958-03,ジェヴォンス『経済学の理論』,,その他,,寺尾琢磨,,,,,,,,,,,
14,1958年3月号,1958-03,株価の変動,経済記事の見方,連載,,渡辺宗次,,,,,,,,,,,
14,1958年3月号,1958-03,《論壇展望》現代資本主義論争とその背景,,その他,,玉井竜象,,,,,,,,,,,
14,1958年3月号,1958-03,戦後西ドイツ経済の発展,,その他,,向坂正男,,,,,,,,,,,
14,1958年3月号,1958-03,社会主義の将来,,その他,,気賀健三,,,,,,,,,,,
14,1958年3月号,1958-03,明治大学商・政経・経営学部評判記,経済学部めぐり,連載,,A・B・C,,,,,,,,,,,
14,1958年3月号,1958-03,伊藤忠商事――商社,産業と企業,連載,,X・Y・Z,,,,,,,,,,,
15,1958年4月号,1958-04,構造と運動,経済原論,連載,1～4,岸本誠二郎,,,,,,,,,,,
15,1958年4月号,1958-04,「現代史」論との関連について,現代日本経済史,連載,5～8,安藤良雄,,,,,,,,,,,
15,1958年4月号,1958-04,オーストリア学派経済学の特質と発展(2),経済学史,連載,9～12,一谷藤一郎,,,,,,,,,,,
15,1958年4月号,1958-04,日本の農業と資本主義,農業問題,連載,13～16,大島清,,,,,,,,,,,
15,1958年4月号,1958-04,企業における生産性,経営学,連載,17～20,宮田喜代蔵,,,,,,,,,,,
15,1958年4月号,1958-04,資産評価論(1),会計学,連載,21～24,高松和男,,,,,,,,,,,
15,1958年4月号,1958-04,経済統計学のあり方,経済統計学,連載,25～27,伊大知良太郎,,,,,,,,,,,
15,1958年4月号,1958-04,金融経済の構成,金融論,連載,28～31,新庄博,,,,,,,,,,,
15,1958年4月号,1958-04,論争と理論の発展(6),日本経済学史上の人々,連載,32～34,住谷悦治,,,,,,,,,,,
15,1958年4月号,1958-04,アルフレッド・ホルト(4),イギリス資本主義史上の人々,連載,35～37,中川敬一郎,,,,,,,,,,,
15,1958年4月号,1958-04,日本資本主義発達史,研究案内,連載,38～41,山本弘文,,,,,,,,,,,
15,1958年4月号,1958-04,日本の近代経済学――国際的水準への提言,,座談会,42～54,安井琢磨,市村真一,森嶋通夫,渡部経彦,篠原三代平,,,,,,,
15,1958年4月号,1958-04,経済分析体系の再編成,今日の問題,連載,62～65,吉植悟,,,,,,,,,,,
15,1958年4月号,1958-04,外電で読む世界経済の動き,,連載,66～67,山本満,,,,,,,,,,,
15,1958年4月号,1958-04,P氏とQ氏の対談から,論壇,座談会,68～71,,,,,,,,,,,,
15,1958年4月号,1958-04,用語解説,,その他,72～73,,,,,,,,,,,,
15,1958年4月号,1958-04,ぶっく・がいど,,その他,74～75,,,,,,,,,,,,
15,1958年4月号,1958-04,米ソの科学技術競争,現状分析,連載,76～80,陸井三郎,,,,,,,,,,,
15,1958年4月号,1958-04,産業記事の見方,産業と企業,連載,81～84,佐々木正晴,,,,,,,,,,,
15,1958年4月号,1958-04,商品学の意義,商品学,連載,85～88,飯島義郎,,,,,,,,,,,
15,1958年4月号,1958-04,大阪大学経済学部評判記,経済学部めぐり,連載,89～92,A・B・C,,,,,,,,,,,
16,1958年5月号,1958-05,消費経済,経済原論,連載,,岸本誠二郎,,,,,,,,,,,
16,1958年5月号,1958-05,オーストリア学派経済学の特質と発展(3),経済学史,連載,,一谷藤一郎,,,,,,,,,,,
16,1958年5月号,1958-05,金融経済の動態,金融論,連載,,新庄博,,,,,,,,,,,
16,1958年5月号,1958-05,第一次世界大戦と日本資本主義,現代日本経済史,連載,,安藤良雄,,,,,,,,,,,
16,1958年5月号,1958-05,農家の構造と性格,日本の農業,連載,,大島清,,,,,,,,,,,
16,1958年5月号,1958-05,経済統計の体系吟味と材料力学,経済統計学,連載,,伊大知良太郎,,,,,,,,,,,
16,1958年5月号,1958-05,国民経済における生産性,経営学特殊問題,連載,,宮田喜代蔵,,,,,,,,,,,
16,1958年5月号,1958-05,資産評価論(2),会計学特殊問題,連載,,高松和男,,,,,,,,,,,
16,1958年5月号,1958-05,R. ヒルファディング『金融資本論』,古典案内,連載,,林要,,,,,,,,,,,
16,1958年5月号,1958-05,鉄鋼業,産業記事の見方,連載,,佐々木正晴,,,,,,,,,,,
16,1958年5月号,1958-05,稲葉秀三,経済評論家列伝,連載,,岩井良太郎,,,,,,,,,,,
16,1958年5月号,1958-05,ウィリアム・H. リーヴァー――国際油脂工業トラスト「ユニリーヴァ会社」の創設者,イギリス資本主義史上の人々,連載,,中川敬一郎,,,,,,,,,,,
16,1958年5月号,1958-05,市場性の分析(1),商品学,連載,,飯島義郎,,,,,,,,,,,
16,1958年5月号,1958-05,日本経済の楽観論と悲観論,現状分析,連載,,土屋清,,,,,,,,,,,
16,1958年5月号,1958-05,賃金上昇が利潤と物価に及ぼす影響,今日の問題,連載,,置塩信雄,,,,,,,,,,,
16,1958年5月号,1958-05,九州大学経済学部,大学評判記,連載,,A・B・C,,,,,,,,,,,
16,1958年5月号,1958-05,経済学のできること、できないこと――《都留重人教授》に聞く,インタビュー,インタビュー,,,,,,,,,,,,,
16,1958年5月号,1958-05,P氏とQ氏の対談から,論壇,座談会,,,,,,,,,,,,,
16,1958年5月号,1958-05,外電で読む世界経済の動き,,連載,,山本満,,,,,,,,,,,
16,1958年5月号,1958-05,33年度主要会社入社試験問題,,その他,,,,,,,,,,,,,
16,1958年5月号,1958-05,用語解説,,その他,,,,,,,,,,,,,
16,1958年5月号,1958-05,ぶっく・がいど,,その他,,,,,,,,,,,,,
17,1958年5月号臨時増刊,1958-05,一般均衡分析,現代経済理論入門,特集,,福岡正夫,,,,,,,,,,,
17,1958年5月号臨時増刊,1958-05,景気循環の理論,現代経済理論入門,特集,,岡本哲治,,,,,,,,,,,
17,1958年5月号臨時増刊,1958-05,資本蓄積の理論,現代経済理論入門,特集,,宮崎義一,,,,,,,,,,,
17,1958年5月号臨時増刊,1958-05,産業連関分析,現代経済理論入門,特集,,嘉治元郎,,,,,,,,,,,
17,1958年5月号臨時増刊,1958-05,リニアー・プログラミング,現代経済理論入門,特集,,宮下藤太郎,,,,,,,,,,,
17,1958年5月号臨時増刊,1958-05,経済成長とプログラミング,現代経済理論入門,特集,,渡部経彦,,,,,,,,,,,
17,1958年5月号臨時増刊,1958-05,ゲームの理論,現代経済理論入門,特集,,稲田献一,,,,,,,,,,,
17,1958年5月号臨時増刊,1958-05,エコノメトリックス,現代経済理論入門,特集,,宮沢光一,,,,,,,,,,,
17,1958年5月号臨時増刊,1958-05,現代経済理論の基本性格,現代経済理論入門,特集,,大石泰彦,,,,,,,,,,,
18,1958年6月号,1958-06,生産,経済原論,連載,,岸本誠二郎,,,,,,,,,,,
18,1958年6月号,1958-06,ローザンヌ学派(1),経済学史,連載,,早川三代治,,,,,,,,,,,
18,1958年6月号,1958-06,銀行の社会的機能,金融論,連載,,新庄博,,,,,,,,,,,
18,1958年6月号,1958-06,第一次世界大戦と日本資本主義,現代日本経済史,連載,,安藤良雄,,,,,,,,,,,
18,1958年6月号,1958-06,景気観測の出発,景気循環,連載,,向坂正男,山田亮三,,,,,,,,,,
18,1958年6月号,1958-06,産業農家の意味するもの,日本の農業,連載,,大島清,,,,,,,,,,,
18,1958年6月号,1958-06,構造分析と度数特性値,経済統計学,連載,,伊大知良太郎,,,,,,,,,,,
18,1958年6月号,1958-06,原価管理(1),会計学特殊問題,連載,,小林靖雄,,,,,,,,,,,
18,1958年6月号,1958-06,非鉄金属,産業記事の見方,連載,,佐々木正晴,,,,,,,,,,,
18,1958年6月号,1958-06,高橋亀吉,経済評論家列伝,連載,,岩井良太郎,,,,,,,,,,,
18,1958年6月号,1958-06,ロード・ナフィールド――イギリスのフォード,イギリス資本主義史上の人々,連載,,中川敬一郎,,,,,,,,,,,
18,1958年6月号,1958-06,市場性の分析(2),商品学,連載,,飯島義郎,,,,,,,,,,,
18,1958年6月号,1958-06,西ドイツの学生と生活,,その他,,佐藤進,,,,,,,,,,,
18,1958年6月号,1958-06,技術革新と資本主義経済,,その他,,小椋広勝,,,,,,,,,,,
18,1958年6月号,1958-06,アメリカの景気後退の性格と規模,現状分析,連載,,力石定一,,,,,,,,,,,
18,1958年6月号,1958-06,近代経済学とマルクス経済学,今日の問題,連載,,伊東光晴,,,,,,,,,,,
18,1958年6月号,1958-06,福島大学経済学部,大学評判記,連載,,A・B・C,,,,,,,,,,,
18,1958年6月号,1958-06,外電で読む世界経済の動き,,連載,,山本満,,,,,,,,,,,
18,1958年6月号,1958-06,P氏とQ氏の対談から,論壇,座談会,,,,,,,,,,,,,
18,1958年6月号,1958-06,33年度主要会社入社試験問題,,その他,,,,,,,,,,,,,
18,1958年6月号,1958-06,用語解説,,その他,,,,,,,,,,,,,
18,1958年6月号,1958-06,ぶっく・がいど,,その他,,,,,,,,,,,,,
19,1958年7月号,1958-07,資本,経済原論,連載,,岸本誠二郎,,,,,,,,,,,
19,1958年7月号,1958-07,ローザンヌ学派(2),経済学史,連載,,早川三代治,,,,,,,,,,,
19,1958年7月号,1958-07,貸付資金の需給と金融市場,金融論,連載,,新庄博,,,,,,,,,,,
19,1958年7月号,1958-07,第一次世界大戦と日本資本主義,現代日本経済史,連載,,安藤良雄,,,,,,,,,,,
19,1958年7月号,1958-07,農民の商品生産の発展,日本の農業,連載,,大島清,,,,,,,,,,,
19,1958年7月号,1958-07,平均値の意味の種々相,経済統計学,連載,,伊大知良太郎,,,,,,,,,,,
19,1958年7月号,1958-07,株式会社の機能,経営学特殊問題,連載,,佐々木吉郎,,,,,,,,,,,
19,1958年7月号,1958-07,原価管理(2),会計学特殊問題,連載,,小林靖雄,,,,,,,,,,,
19,1958年7月号,1958-07,野呂栄太郎『日本資本主義発達史論』,古典案内,連載,,豊田四郎,,,,,,,,,,,
19,1958年7月号,1958-07,石炭と石油,産業記事の見方,連載,,佐々木正晴,,,,,,,,,,,
19,1958年7月号,1958-07,木村禧八郎,経済評論家列伝,連載,,岩井良太郎,,,,,,,,,,,
19,1958年7月号,1958-07,数学教育と現代数学,,その他,,矢野健太郎,,,,,,,,,,,
19,1958年7月号,1958-07,「共存」の新しい段階,現状分析,連載,,和田耕作,,,,,,,,,,,
19,1958年7月号,1958-07,現代賃金理論の一側面,今日の問題,連載,,青山公弘,,,,,,,,,,,
19,1958年7月号,1958-07,名古屋大学経済学部,大学評判記,連載,,A・B・C,,,,,,,,,,,
19,1958年7月号,1958-07,P氏とQ氏の対談から,論壇,座談会,,,,,,,,,,,,,
19,1958年7月号,1958-07,外電で読む世界経済の動き,,連載,,山本満,,,,,,,,,,,
19,1958年7月号,1958-07,用語解説,,その他,,,,,,,,,,,,,
19,1958年7月号,1958-07,ぶっく・がいど,,その他,,,,,,,,,,,,,
20,1958年8月号,1958-08,市場経済,経済原論,連載,,岸本誠二郎,,,,,,,,,,,
20,1958年8月号,1958-08,ローザンヌ学派(3),経済学史,連載,,早川三代治,,,,,,,,,,,
20,1958年8月号,1958-08,金利割引政策,金融論,連載,,新庄博,,,,,,,,,,,
20,1958年8月号,1958-08,第一次世界大戦と日本資本主義,現代日本経済史,連載,,安藤良雄,,,,,,,,,,,
20,1958年8月号,1958-08,景気予測の鳥瞰図,景気観測入門,連載,,向坂正男,山田亮三,,,,,,,,,,
20,1958年8月号,1958-08,時系列分析における虚構の反省,経済統計学,連載,,伊大知良太郎,,,,,,,,,,,
20,1958年8月号,1958-08,社会主義経営学(1),経営学特殊問題,連載,,大島国雄,,,,,,,,,,,
20,1958年8月号,1958-08,監査報告書(1),会計学特殊問題,連載,,日下部与一,,,,,,,,,,,
20,1958年8月号,1958-08,社会思想史,研究案内,連載,,水田洋,,,,,,,,,,,
20,1958年8月号,1958-08,電力と原子力,産業記事の見方,連載,,佐々木正晴,,,,,,,,,,,
20,1958年8月号,1958-08,工藤昭四郎,経済評論家列伝,連載,,岩井良太郎,,,,,,,,,,,
20,1958年8月号,1958-08,マルクス経済学は修正さるべきか,,座談会,,小椋広勝,鈴木鴻一郎,今井則義,長洲一二,野々村一雄,,,,,,,
20,1958年8月号,1958-08,資本主義の危機と民族運動,現状分析,連載,,渡辺朗,,,,,,,,,,,
20,1958年8月号,1958-08,社会学の現状と問題点,今日の問題,連載,,北川隆吉,,,,,,,,,,,
20,1958年8月号,1958-08,東北大学経済学部,大学評判記,連載,,A・B・C,,,,,,,,,,,
20,1958年8月号,1958-08,P氏とQ氏の対談から,論壇,座談会,,,,,,,,,,,,,
20,1958年8月号,1958-08,外電で読む世界経済の動き,,連載,,山本満,,,,,,,,,,,
20,1958年8月号,1958-08,33年度主要会社入社試験問題,,その他,,,,,,,,,,,,,
20,1958年8月号,1958-08,用語解説,,その他,,,,,,,,,,,,,
20,1958年8月号,1958-08,ぶっく・がいど,,その他,,,,,,,,,,,,,
21,1958年8月号臨時増刊,1958-08,経済白書は何を問題にしたか,経済白書,特集,,後藤誉之助,,,,,,,,,,,
21,1958年8月号臨時増刊,1958-08,白書の経済認識は正しいか,経済白書,特集,,稲葉秀三,,,,,,,,,,,
21,1958年8月号臨時増刊,1958-08,恐慌なき産業循環論,経済白書,特集,,堀江正規,,,,,,,,,,,
21,1958年8月号臨時増刊,1958-08,白書の経済分析批判,経済白書,特集,,馬場啓之助,,,,,,,,,,,
21,1958年8月号臨時増刊,1958-08,過剰設備の分析不十分,経済白書,特集,,桑原季隆,,,,,,,,,,,
21,1958年8月号臨時増刊,1958-08,農業に対する農政の役割,経済白書,特集,,大谷省三,,,,,,,,,,,
21,1958年8月号臨時増刊,1958-08,不徹底な現下デフレの本質把握,経済白書,特集,,紅林茂夫,,,,,,,,,,,
21,1958年8月号臨時増刊,1958-08,安定市場の追究不充分,経済白書,特集,,山本登,,,,,,,,,,,
21,1958年8月号臨時増刊,1958-08,新しい資本主義への幻想,経済白書,特集,,松尾均,,,,,,,,,,,
21,1958年8月号臨時増刊,1958-08,景気後退の分析と経済白書,経済白書,座談会,,大川一司（司会）,有沢広巳,後藤誉之助,東畑精一,都留重人,,,,,,,
22,1958年9月号,1958-09,貨幣,経済原論,連載,,岸本誠二郎,,,,,,,,,,,
22,1958年9月号,1958-09,管理通貨制と金融政策,金融論,連載,,新庄博,,,,,,,,,,,
22,1958年9月号,1958-09,第一次大戦後の好況と恐慌,現代日本経済史,連載,,安藤良雄,,,,,,,,,,,
22,1958年9月号,1958-09,景気予測法発達史,景気観測入門,連載,,向坂正男,山田亮三,,,,,,,,,,
22,1958年9月号,1958-09,市場をめぐる資本と農民,日本の農業,連載,,大島清,,,,,,,,,,,
22,1958年9月号,1958-09,関係分析の諸問題と経済統計学,経済統計学,連載,,伊大知良太郎,,,,,,,,,,,
22,1958年9月号,1958-09,社会主義経営学(2),経営学特殊問題,連載,,大島国雄,,,,,,,,,,,
22,1958年9月号,1958-09,監査報告書(2),会計学特殊問題,連載,,日下部与一,,,,,,,,,,,
22,1958年9月号,1958-09,海運と造船,産業記事の見方,連載,,佐々木正晴,,,,,,,,,,,
